fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,fpl_insol,fpl_insolerr1,fpl_insolerr2,fpl_insollim,fpl_snum,ra_str,ra,dec_str,dec,fst_posreflink,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
HD 20003,b,HD 20003 b,Radial Velocity,0,2019,11.84820000,0.00160000,-0.00170000,0,0.097400,0.003400,-0.003900,0,0.360000,0.050000,-0.050000,0,11.66000,1.04000,-1.06000,0,Msini,3.430,,,0,1.59000,,,0,,,,0,,,,0,1,03h07m37.92s,46.907997,-72d19m18.8s,-72.321892,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,43.80,1.25,-1.25,0,8.390,,0,V (Johnson),6.647,0.020,0,Ks (2MASS),G8 V,5494.00,27.00,-27.00,0,4.41,0.05,-0.05,0,-0.143,0.018,-0.018,0,0.88,,,0,0.92,0.05,-0.02,0,0.040,0.020,-0.020,0,[Fe/H],,,,0
HD 20003,c,HD 20003 c,Radial Velocity,0,2019,33.92390000,0.02390000,-0.02660000,0,0.196400,0.006800,-0.007800,0,0.100000,0.080000,-0.070000,0,14.44000,1.47000,-1.39000,0,Msini,3.890,,,0,1.35000,,,0,,,,0,,,,0,1,03h07m37.92s,46.907997,-72d19m18.8s,-72.321892,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,43.80,1.25,-1.25,0,8.390,,0,V (Johnson),6.647,0.020,0,Ks (2MASS),G8 V,5494.00,27.00,-27.00,0,4.41,0.05,-0.05,0,-0.143,0.018,-0.018,0,0.88,,,0,0.92,0.05,-0.02,0,0.040,0.020,-0.020,0,[Fe/H],,,,0
HD 200964,b,HD 200964 b,Radial Velocity,0,2010,606.30000000,3.80000000,-3.80000000,0,1.565000,0.083000,-0.083000,0,0.087000,0.035000,-0.035000,0,508.21017,21.29461,-21.29461,0,Msini,13.500,,,0,1.14000,,,0,,,,0,,,,0,1,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,72.74,0.24,-0.24,0,6.480,,0,V (Johnson),4.286,0.015,0,Ks (2MASS),G8 IV,4982.00,,,0,3.22,,,0,1.139,0.002,-0.002,0,1.39,,,0,4.92,,,0,0.160,0.030,-0.030,0,[Fe/H],1.230,0.190,-0.190,0
HD 200964,c,HD 200964 c,Radial Velocity,0,2010,852.50000000,7.10000000,-7.10000000,0,1.960000,0.100000,-0.100000,0,0.243000,0.047000,-0.047000,0,385.84562,22.88376,-22.88376,0,Msini,13.700,,,0,0.82500,,,0,,,,0,,,,0,1,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,72.74,0.24,-0.24,0,6.480,,0,V (Johnson),4.286,0.015,0,Ks (2MASS),G8 IV,4982.00,,,0,3.22,,,0,1.139,0.002,-0.002,0,1.39,,,0,4.92,,,0,0.160,0.030,-0.030,0,[Fe/H],1.230,0.190,-0.190,0
HD 202696,b,HD 202696 b,Radial Velocity,0,2019,517.80000000,8.90000000,-3.90000000,0,1.566000,0.016000,-0.007000,0,0.011000,0.078000,-0.011000,0,634.38868,69.92260,-31.78300,-1,Mass,,,,0,,,,0,,,,0,,,,0,1,21h16m53.95s,319.224792,+27d15m29.2s,27.258121,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,189.56,1.58,-1.58,0,8.230,0.010,0,V (Johnson),5.877,0.020,0,Ks (2MASS),K0 III-IV,5040.00,71.00,-85.00,0,3.11,0.07,-0.07,0,1.369,0.042,-0.039,0,1.91,0.09,-0.14,0,6.43,0.41,-0.39,0,0.020,0.040,-0.040,0,[Fe/H],1.320,0.350,-0.250,0
HD 202696,c,HD 202696 c,Radial Velocity,0,2019,946.60000000,20.70000000,-20.90000000,0,2.342000,0.034000,-0.035000,0,0.028000,0.065000,-0.012000,0,592.43512,56.25591,-72.14741,-1,Mass,,,,0,,,,0,,,,0,,,,0,1,21h16m53.95s,319.224792,+27d15m29.2s,27.258121,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,189.56,1.58,-1.58,0,8.230,0.010,0,V (Johnson),5.877,0.020,0,Ks (2MASS),K0 III-IV,5040.00,71.00,-85.00,0,3.11,0.07,-0.07,0,1.369,0.042,-0.039,0,1.91,0.09,-0.14,0,6.43,0.41,-0.39,0,0.020,0.040,-0.040,0,[Fe/H],1.320,0.350,-0.250,0
HD 203030,b,HD 203030 b,Imaging,0,2006,,,,,487.100000,1.800000,-1.800000,0,,,,,7656.09700,2662.99100,-3661.61200,0,Mass,12.000,,,0,24.30000,,,0,1206,74,-116,0,,,,,1,21h18m58.22s,319.742584,+26d13m50.0s,26.230545,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,39.29,0.09,-0.09,0,8.425,0.013,0,V (Johnson),6.653,0.022,0,Ks (2MASS),G8 V,5472.33,83.67,-60.84,0,,,,,-0.227,0.001,-0.001,0,,,,,0.86,0.02,-0.03,0,,,,,,0.220,0.140,-0.090,0
HD 203473,b,HD 203473 b,Radial Velocity,0,2018,1552.90000000,3.40000000,-3.40000000,0,2.730000,0.170000,-0.170000,0,0.289000,0.010000,-0.010000,0,2479.07400,349.61300,-349.61300,0,Msini,12.600,,,0,6.81000,,,0,,,,0,,,,0,1,21h22m18.87s,320.578644,+05d01m25.0s,5.023597,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,72.79,0.30,-0.30,0,8.230,,0,V (Johnson),6.718,0.017,0,Ks (2MASS),G5,5780.00,,,0,,,,0,0.250,0.060,-0.060,0,1.12,0.21,-0.21,0,1.33,0.10,-0.10,0,0.190,,,0,[Fe/H],5.220,0.980,-0.980,0
HD 2039,b,HD 2039 b,Radial Velocity,0,2002,1120.00000000,23.00000000,-23.00000000,0,2.200000,0.060000,-0.060000,0,0.710000,0.050000,-0.050000,0,1999.15070,368.68280,-368.68280,0,Msini,12.700,,,0,5.36000,,,0,,,,0,,,,0,1,00h24m20.28s,6.084491,-56d39m00.2s,-56.650047,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,85.90,0.20,-0.20,0,9.000,,0,V (Johnson),7.549,0.026,0,Ks (2MASS),G2/G3 IV/V,5945.00,36.00,-36.00,0,4.38,0.06,-0.06,0,0.194,0.002,-0.002,0,1.23,0.19,-0.19,0,1.19,0.03,-0.03,0,0.300,,,0,[Fe/H],3.640,1.080,-0.880,0
HD 204313,b,HD 204313 b,Radial Velocity,0,2010,1920.09998000,25.00000000,-25.00000000,0,3.070000,0.060000,-0.060000,0,0.230000,0.040000,-0.040000,0,1099.69180,66.74430,-66.74430,0,Msini,13.100,,,0,2.69000,,,0,,,,0,,,,0,1,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,47.86,0.14,-0.14,0,7.990,,0,V (Johnson),6.459,0.018,0,Ks (2MASS),G5 V,5783.00,29.00,-29.00,0,4.37,0.01,-0.01,0,0.100,0.002,-0.002,0,1.03,0.04,-0.04,0,1.10,0.02,-0.02,0,0.160,,,0,[Fe/H],3.380,2.580,-2.580,0
HD 204313,c,HD 204313 c,Radial Velocity,0,2015,34.90500000,0.01200000,-0.01200000,0,0.209900,0.007100,-0.007100,0,0.155000,0.071000,-0.071000,0,17.60000,1.70000,-1.70000,0,Msini,4.380,,,0,1.15000,,,0,,,,,,,,,1,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,47.86,0.14,-0.14,0,7.990,,0,V (Johnson),6.459,0.018,0,Ks (2MASS),G5 V,5783.00,29.00,-29.00,0,4.37,0.01,-0.01,0,0.100,0.002,-0.002,0,1.03,0.04,-0.04,0,1.10,0.02,-0.02,0,0.160,,,0,[Fe/H],3.380,2.580,-2.580,0
HD 205739,b,HD 205739 b,Radial Velocity,0,2008,279.80000000,0.10000000,-0.10000000,0,0.896000,0.019000,-0.015000,0,0.270000,0.070000,-0.070000,0,435.41000,22.25000,-28.60000,0,Msini,13.600,,,0,0.95100,,,0,,,,,,,,,1,21h38m08.41s,324.535034,-31d44m14.9s,-31.737484,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,92.74,0.88,-0.88,0,8.560,,0,V (Johnson),7.299,0.026,0,Ks (2MASS),F7 V,6176.00,30.00,-30.00,0,4.29,0.06,-0.05,0,0.360,,,0,1.22,0.08,-0.06,0,1.33,0.10,-0.10,0,0.190,0.040,-0.040,0,[Fe/H],2.840,0.920,-1.120,0
HD 206255,b,HD 206255 b,Radial Velocity,0,2019,96.04500000,0.31700000,-0.31700000,0,0.461000,0.009000,-0.009000,0,0.230000,0.110000,-0.110000,0,34.20000,7.10000,-7.10000,0,Msini,6.470,,,0,0.69400,,,0,,,,0,,,,0,1,21h42m21.89s,325.591217,-50d05m37.0s,-50.093609,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,75.40,,,0,7.618,0.010,0,V (Johnson),5.979,0.020,0,Ks (2MASS),G5 IV/V,5635.00,82.00,-99.00,0,,,,0,0.652,0.002,-0.002,0,1.42,0.08,-0.08,0,2.22,0.08,-0.06,0,,,,0,,,,,0
HD 206610,b,HD 206610 b,Radial Velocity,0,2009,673.20000000,3.30000000,-3.30000000,0,1.740000,0.330000,-0.330000,0,0.100000,0.042000,-0.042000,0,647.10188,20.65895,-20.65895,0,Msini,13.400,,,0,1.48000,,,0,,,,0,,,,0,1,21h43m24.90s,325.853760,-07d24m29.7s,-7.408253,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,147.78,1.96,-1.96,0,8.340,,0,V (Johnson),5.952,0.026,0,Ks (2MASS),K0 III,4842.00,,,0,3.22,,,0,1.044,0.007,-0.007,0,1.55,,,0,6.12,,,0,0.100,0.030,-0.030,0,[Fe/H],3.000,1.000,-1.000,0
HD 20794,b,HD 20794 b,Radial Velocity,0,2011,18.31500000,0.00800000,-0.00800000,0,0.120700,0.002000,-0.002000,0,0.000000,,,0,2.70000,0.30000,-0.30000,0,Msin(i)/sin(i),1.450,,,0,4.87000,,,0,660,,,0,,,,,1,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),2.636,0.278,0,Ks (2MASS),G8 V,5401.00,17.00,-17.00,0,4.22,0.11,-0.11,0,-0.163,0.002,-0.002,0,0.70,,,0,0.92,0.02,-0.02,0,-0.400,0.010,-0.010,0,[Fe/H],5.760,0.660,-0.660,0
HD 20794,c,HD 20794 c,Radial Velocity,0,2011,40.11400000,0.05300000,-0.05300000,0,0.203600,0.003400,-0.003400,0,0.000000,,,0,2.40000,0.40000,-0.40000,0,Msin(i)/sin(i),1.350,,,0,5.36000,,,0,508,,,0,,,,,1,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),2.636,0.278,0,Ks (2MASS),G8 V,5401.00,17.00,-17.00,0,4.22,0.11,-0.11,0,-0.163,0.002,-0.002,0,0.70,,,0,0.92,0.02,-0.02,0,-0.400,0.010,-0.010,0,[Fe/H],5.760,0.660,-0.660,0
HD 20794,d,HD 20794 d,Radial Velocity,0,2011,90.30900000,0.18400000,-0.18400000,0,0.349900,0.005900,-0.005900,0,0.000000,,,0,4.80000,0.60000,-0.60000,0,Msin(i)/sin(i),2.040,,,0,3.11000,,,0,388,,,0,,,,,1,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),2.636,0.278,0,Ks (2MASS),G8 V,5401.00,17.00,-17.00,0,4.22,0.11,-0.11,0,-0.163,0.002,-0.002,0,0.70,,,0,0.92,0.02,-0.02,0,-0.400,0.010,-0.010,0,[Fe/H],5.760,0.660,-0.660,0
HD 20794,e,HD 20794 e,Radial Velocity,0,2017,147.02000000,1.43000000,-0.91000000,0,0.509000,0.006000,-0.006000,0,0.290000,0.140000,-0.180000,0,4.77000,0.96000,-0.86000,0,Msini,2.030,,,0,3.13000,,,0,,,,,,,,,1,03h19m55.65s,49.981876,-43d04m11.2s,-43.069782,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.00,0.01,-0.01,0,4.270,,0,V (Johnson),2.636,0.278,0,Ks (2MASS),G8 V,5401.00,17.00,-17.00,0,4.22,0.11,-0.11,0,-0.163,0.002,-0.002,0,0.70,,,0,0.92,0.02,-0.02,0,-0.400,0.010,-0.010,0,[Fe/H],5.760,0.660,-0.660,0
HD 208487,b,HD 208487 b,Radial Velocity,0,2004,130.08000000,0.51000000,-0.51000000,0,0.524000,0.030000,-0.030000,0,0.240000,0.160000,-0.160000,0,165.26500,26.06100,-26.06100,0,Msini,14.200,,,0,0.31700,,,0,,,,,,,,,1,21h57m19.85s,329.332703,-37d45m49.0s,-37.763622,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,44.00,2.00,-2.00,0,7.471,0.012,0,V (Johnson),6.159,0.034,0,Ks (2MASS),G2 V,6067.00,,,0,4.33,,,0,0.244,0.002,-0.002,0,1.13,,,0,1.20,0.02,-0.01,0,0.022,,,0,[Fe/H],3.960,1.040,-1.400,0
HD 208527,b,HD 208527 b,Radial Velocity,0,2012,875.50000000,5.80000000,-5.80000000,0,2.100000,0.200000,-0.200000,0,0.080000,0.040000,-0.040000,0,3146.40000,540.30000,-540.30000,0,Msini,12.500,,,0,8.85000,,,0,,,,,,,,,1,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,314.48,11.06,-11.06,0,6.400,,0,V (Johnson),2.224,0.244,0,Ks (2MASS),M1 III,4035.00,65.00,-65.00,0,1.40,0.20,-0.20,0,2.863,0.018,-0.019,0,1.60,0.40,-0.40,0,51.10,8.30,-8.30,0,-0.090,0.160,-0.160,0,[Fe/H],2.000,1.300,-1.300,0
HD 20868,b,HD 20868 b,Radial Velocity,0,2008,380.85001000,0.09000000,-0.09000000,0,0.950000,0.020000,-0.020000,0,0.750000,0.000000,0.000000,0,397.28750,187.51970,-187.51970,0,Msini,13.700,,,0,0.84900,,,0,,,,0,,,,0,1,03h20m42.69s,50.177895,-33d43m48.4s,-33.730103,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,47.79,0.07,-0.07,0,9.920,,0,V (Johnson),7.543,0.015,0,Ks (2MASS),K3/4 IV,4802.00,146.00,-146.00,0,4.26,0.30,-0.30,0,-0.556,0.001,-0.001,0,0.39,0.27,-0.27,0,0.76,0.05,-0.05,0,0.050,,,0,[Fe/H],4.500,0.400,-0.400,0
HD 208897,b,HD 208897 b,Radial Velocity,0,2017,352.70000000,1.70000000,-1.70000000,0,1.050000,0.030000,-0.030000,0,0.070000,0.060000,-0.060000,0,444.96200,25.42640,-25.42640,0,Msini,13.600,,,0,0.97200,,,0,,,,0,,,,0,1,21h58m59.69s,329.748718,+19d01m13.1s,19.020302,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,64.68,2.26,-2.26,0,6.510,,0,V (Johnson),4.198,0.036,0,Ks (2MASS),K0,4860.00,100.00,-100.00,0,3.13,0.14,-0.14,0,1.090,0.070,-0.070,0,1.25,0.11,-0.11,0,4.98,0.20,-0.20,0,0.210,0.150,-0.150,0,[Fe/H],,,,0
HD 209458,b,HD 209458 b,Radial Velocity,0,1999,3.52474859,0.00000038,-0.00000038,0,0.047070,0.000450,-0.000470,0,0.000000,,,0,232.01590,12.71320,-12.71320,0,Mass,15.581,0.224,-0.224,0,0.36200,0.00600,-0.00600,0,1459,12,-12,0,,,,0,1,22h03m10.77s,330.794891,+18d53m03.5s,18.884319,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,48.37,0.12,-0.12,0,7.632,0.012,0,V (Johnson),6.308,0.026,0,Ks (2MASS),F8,6091.00,10.00,-10.00,0,4.45,0.02,-0.02,0,0.232,0.002,-0.002,0,1.23,0.09,-0.09,0,1.19,0.02,-0.02,0,0.010,,,0,[Fe/H],3.100,0.800,-0.700,0
HD 210193,b,HD 210193 b,Radial Velocity,0,2019,649.91800000,8.59900000,-8.59900000,0,1.487000,0.031000,-0.031000,0,0.240000,0.090000,-0.090000,0,153.10000,23.30000,-23.30000,0,Msini,14.300,,,0,0.28800,,,0,,,,0,,,,0,1,22h09m34.61s,332.394226,-41d13m29.6s,-41.224892,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,42.25,,,0,7.823,0.012,0,V (Johnson),6.310,0.020,0,Ks (2MASS),G3 V,5790.00,38.00,-50.00,0,,,,0,0.056,0.001,-0.001,0,1.04,0.06,-0.06,0,1.06,0.02,-0.01,0,,,,0,,,,,0
HD 210277,b,HD 210277 b,Radial Velocity,0,1998,442.19000000,0.50000000,-0.50000000,0,1.130000,0.020000,-0.020000,0,0.480000,0.020000,-0.020000,0,410.00070,15.89150,-15.89150,0,Msini,13.600,,,0,0.89600,,,0,,,,0,,,,0,1,22h09m29.87s,332.374451,-07d32m55.2s,-7.548654,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,21.31,0.02,-0.02,0,6.530,,0,V (Johnson),4.799,0.020,0,Ks (2MASS),G8/K0 V,5538.00,14.00,-14.00,0,4.38,0.02,-0.02,0,0.000,0.001,-0.001,0,1.01,0.05,-0.05,0,1.07,0.01,-0.01,0,0.220,,,0,[Fe/H],12.000,2.000,-2.000,0
HD 210702,b,HD 210702 b,Radial Velocity,0,2007,354.10000000,0.70000000,-0.70000000,0,1.148000,0.057000,-0.057000,0,0.028000,0.034000,-0.034000,0,574.63664,30.82951,-30.82951,0,Msini,13.400,,,0,1.31000,,,0,,,,0,,,,0,1,22h11m51.33s,332.963867,+16d02m26.0s,16.040550,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,54.28,0.23,-0.23,0,5.930,,0,V (Johnson),3.984,0.294,0,Ks (2MASS),K1 III,4951.00,,,0,3.28,,,0,1.121,0.002,-0.002,0,1.61,,,0,4.92,,,0,0.040,0.030,-0.030,0,[Fe/H],2.100,0.260,-0.260,0
HD 211810,b,HD 211810 b,Radial Velocity,0,2018,1558.00000000,22.00000000,-22.00000000,0,2.656000,0.043000,-0.043000,0,0.680000,0.140000,-0.140000,0,212.94610,139.84520,-139.84520,0,Msini,14.000,,,0,0.42600,,,0,,,,0,,,,0,1,22h18m06.54s,334.527252,+61d08m04.0s,61.134438,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,64.76,0.13,-0.13,0,8.590,,0,V (Johnson),6.969,0.022,0,Ks (2MASS),G5,5652.00,,,0,,,,0,0.070,0.430,-0.430,0,1.03,0.02,-0.02,0,1.13,1.13,-1.13,0,0.170,,,0,[Fe/H],,,,0
HD 211970,b,HD 211970 b,Radial Velocity,0,2019,25.20100000,0.02500000,-0.02500000,0,0.143000,0.003000,-0.003000,0,0.150000,0.100000,-0.100000,0,13.00000,2.50000,-2.50000,0,Msini,3.660,,,0,1.46000,,,0,,,,0,,,,0,1,22h22m16.21s,335.567535,-54d33m38.2s,-54.560619,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,13.00,,,0,8.990,0.010,0,V (Johnson),5.663,0.021,0,Ks (2MASS),K7 V,4127.00,149.00,-94.00,0,,,,0,-1.065,0.000,0.000,0,0.61,0.04,-0.04,0,0.57,0.03,-0.04,0,,,,0,,,,,0
HD 212771,b,HD 212771 b,Radial Velocity,0,2009,380.70000000,1.40000000,-1.40000000,0,1.190000,0.130000,-0.130000,0,0.076000,0.051000,-0.051000,0,759.61370,85.81410,-85.81410,0,Msini,13.300,,,0,1.77000,,,0,,,,0,,,,0,1,22h27m03.07s,336.762787,-17d15m49.2s,-17.263659,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,111.51,0.54,-0.54,0,7.600,,0,V (Johnson),5.496,0.018,0,Ks (2MASS),G8 IV,5003.00,,,0,3.31,,,0,1.063,0.003,-0.003,0,1.56,,,0,5.27,,,0,0.130,0.030,-0.030,0,[Fe/H],1.920,0.460,-0.460,0
HD 213885,b,HD 213885 b,Transit,0,2019,1.00803500,0.00002100,-0.00002000,0,0.020120,0.000150,-0.000120,0,0.000000,,,0,8.83000,0.66000,-0.65000,0,Mass,1.745,0.051,-0.052,0,9.15000,1.10000,-1.00000,0,2128,13,-14,0,,,,0,1,22h35m56.32s,338.984650,-59d51m52.1s,-59.864468,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,47.97,0.14,-0.14,0,7.996,0.002,0,V (Johnson),6.419,0.024,0,Ks (2MASS),G,5978.00,50.00,-50.00,0,4.38,0.01,-0.01,0,0.139,0.014,-0.016,0,1.07,0.02,-0.02,0,1.10,0.01,-0.01,0,-0.040,0.030,-0.030,0,[Fe/H],3.800,0.660,-0.790,0
HD 213885,c,HD 213885 c,Radial Velocity,0,2019,4.78503000,0.00056000,-0.00051000,0,0.056798,0.000440,-0.000320,0,0.000000,,,0,19.95000,1.38000,-1.36000,0,Msini,4.710,,,0,1.05000,,,0,1265,7,-8,0,,,,0,1,22h35m56.32s,338.984650,-59d51m52.1s,-59.864468,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,47.97,0.14,-0.14,0,7.996,0.002,0,V (Johnson),6.419,0.024,0,Ks (2MASS),G,5978.00,50.00,-50.00,0,4.38,0.01,-0.01,0,0.139,0.014,-0.016,0,1.07,0.02,-0.02,0,1.10,0.01,-0.01,0,-0.040,0.030,-0.030,0,[Fe/H],3.800,0.660,-0.790,0
HD 21411,b,HD 21411 b,Radial Velocity,0,2019,84.28800000,0.12700000,-0.12700000,0,0.362000,0.007000,-0.007000,0,0.400000,0.150000,-0.150000,0,65.90000,25.60000,-25.60000,0,Msini,9.520,,,0,0.42000,,,0,,,,0,,,,0,1,03h26m11.12s,51.546322,-30d37m04.1s,-30.617809,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,29.16,,,0,7.885,,0,V (Johnson),6.131,0.016,0,Ks (2MASS),G8 V,5605.00,247.00,-132.00,0,4.51,0.03,-0.03,0,-0.266,0.001,-0.001,0,0.89,0.05,-0.05,0,0.78,0.04,-0.06,0,-0.260,0.010,-0.010,0,[Fe/H],,,,0
