fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,fpl_insol,fpl_insolerr1,fpl_insolerr2,fpl_insollim,fpl_snum,ra_str,ra,dec_str,dec,fst_posreflink,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
LHS 1140,c,LHS 1140 c,Transit,0,2018,3.77793100,0.00000300,-0.00000300,0,0.026750,0.000700,-0.000700,0,0.310000,,,1,1.81000,0.39000,-0.39000,0,Mass,1.282,0.024,-0.024,0,4.70000,1.10000,-1.10000,0,438,9,-9,0,6.1600,0.3700,-0.3700,0,1,00h44m59.34s,11.247240,-15d16m17.5s,-15.271532,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,14.99,0.02,-0.02,0,14.180,0.030,0,V (Johnson),8.821,0.024,0,Ks (2MASS),M4.5 V,3216.00,39.00,-39.00,0,,,,0,-2.356,0.013,-0.013,0,0.18,0.01,-0.01,0,0.21,0.00,0.00,0,-0.240,0.100,-0.100,0,[Fe/H],5.000,,,-1
LHS 1815,b,LHS 1815 b,Transit,0,2020,3.81433000,0.00003000,-0.00003000,0,0.040400,0.009400,-0.009400,0,0.000000,,,0,8.70000,,,1,Mass,1.088,0.064,-0.064,0,,,,0,617,84,-84,0,,,,0,1,06h04m20.36s,91.084816,-55d18m46.8s,-55.313011,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,29.87,0.02,-0.02,0,12.150,0.025,0,V (Johnson),7.993,0.020,0,Ks (2MASS),M1,3643.00,142.00,-142.00,0,4.77,0.03,-0.03,0,-1.387,0.040,-0.045,0,0.50,0.01,-0.01,0,0.50,0.03,-0.03,0,-0.120,0.090,-0.090,0,[Fe/H],,,,0
LHS 3844,b,LHS 3844 b,Transit,0,2019,0.46292913,0.00000190,-0.00000190,0,0.006220,0.000170,-0.000170,0,,,,0,2.25000,,,0,M-R relationship,1.303,0.022,-0.022,0,5.59000,,,0,805,20,-20,0,70.1000,0.5000,-0.5000,0,1,22h41m58.10s,340.492104,-69d10m08.4s,-69.168986,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,14.90,0.01,-0.01,0,15.260,0.030,0,V (Johnson),9.145,0.023,0,Ks (2MASS),M5,3036.00,77.00,-77.00,0,5.06,0.01,-0.01,0,-2.565,0.060,-0.069,0,0.15,0.01,-0.01,0,0.19,0.01,-0.01,0,,,,0,,,,,0
LP 791-18,b,LP 791-18 b,Transit,0,2019,0.94800500,0.00000580,-0.00000580,0,0.009690,0.000320,-0.000350,0,0.000000,,,0,1.46000,,,0,M-R relationship,1.120,0.130,-0.130,0,5.71000,,,0,650,120,-120,0,21.5000,5.4000,-4.6000,0,1,11h02m45.96s,165.691500,-16d24m22.29s,-16.406192,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,26.49,0.06,-0.06,0,16.900,0.200,0,V (Johnson),10.644,0.021,0,Ks (2MASS),M(6.1+/-0.7) V,2960.00,55.00,-55.00,0,5.12,0.09,-0.09,0,-2.697,0.088,-0.110,0,0.14,0.01,-0.01,0,0.17,0.02,-0.02,0,-0.090,0.190,-0.190,0,[Fe/H],0.500,,,-1
LP 791-18,c,LP 791-18 c,Transit,0,2019,4.98996300,0.00005000,-0.00005000,0,0.029392,0.000980,-0.001050,0,0.000000,,,0,5.95000,,,0,M-R relationship,2.310,0.250,-0.250,0,2.65000,,,0,370,30,-30,0,2.3500,0.5900,-0.5100,0,1,11h02m45.96s,165.691500,-16d24m22.29s,-16.406192,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,26.49,0.06,-0.06,0,16.900,0.200,0,V (Johnson),10.644,0.021,0,Ks (2MASS),M(6.1+/-0.7) V,2960.00,55.00,-55.00,0,5.12,0.09,-0.09,0,-2.697,0.088,-0.110,0,0.14,0.01,-0.01,0,0.17,0.02,-0.02,0,-0.090,0.190,-0.190,0,[Fe/H],0.500,,,-1
LSPM J2116+0234,b,LSPM J2116+0234 b,Radial Velocity,0,2019,14.43990000,0.00780000,-0.00870000,0,0.087600,0.002200,-0.002100,0,0.183000,0.062000,-0.063000,0,13.30000,1.00000,-1.10000,0,Msini,3.710,,,0,1.43000,,,0,,,,0,,,,0,1,21h16m27.28s,319.113667,+02d34m51.39s,2.580942,<a refstr=GAIA_COLLABORATION_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...616A...1G/abstract target=ref>Gaia DR2</a>,17.64,0.02,-0.02,0,10.860,,0,G (Gaia),7.324,0.023,0,Ks (2MASS),M3.0 V,3475.00,51.00,-51.00,0,4.95,0.07,-0.07,0,-1.699,0.007,-0.007,0,0.43,0.03,-0.03,0,0.43,0.01,-0.01,0,-0.050,0.160,-0.160,0,[Fe/H],2.000,,,0
LkCa 15,b,LkCa 15 b,Imaging,1,2015,,,,,14.700000,2.100000,-2.100000,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,158.87,1.22,-1.22,0,12.025,0.228,0,V (Johnson),8.163,0.018,0,Ks (2MASS),,4201.00,185.00,-199.46,0,,,,,-0.192,0.006,-0.006,0,,,,,1.51,0.15,-0.13,0,,,,,,,,,
LkCa 15,c,LkCa 15 c,Imaging,1,2015,,,,,18.600000,2.500000,-2.500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,158.87,1.22,-1.22,0,12.025,0.228,0,V (Johnson),8.163,0.018,0,Ks (2MASS),,4201.00,185.00,-199.46,0,,,,,-0.192,0.006,-0.006,0,,,,,1.51,0.15,-0.13,0,,,,,,,,,
Lupus-TR-3,b,Lupus-TR-3 b,Transit,0,2007,3.91405000,0.00004000,-0.00004000,0,0.046400,0.000700,-0.000700,0,0.000000,,,0,257.43100,57.20700,-57.20700,0,Mass,9.976,0.785,-0.785,0,1.40000,0.40000,-0.40000,0,,,,,,,,,1,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,2000.00,,,0,18.765,,0,G (Gaia),15.068,0.149,0,Ks (2MASS),,5000.00,150.00,,0,,,,,-0.421,,,0,0.87,0.04,,0,0.82,0.05,,0,,,,,,,,,
MASCARA-1,b,MASCARA-1 b,Transit,0,2017,2.14878000,0.00000800,-0.00000800,0,0.043000,0.005000,-0.005000,0,0.000000,,,0,1175.97100,286.04700,-286.04700,0,Mass,16.814,3.363,-3.363,0,1.50000,0.90000,-0.90000,0,2570,50,-30,0,,,,0,1,21h10m12.37s,317.551544,+10d44m19.9s,10.738873,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,188.70,10.70,-10.70,0,8.273,0.014,0,V (Johnson),7.740,0.017,0,Ks (2MASS),A8,7554.00,150.00,-150.00,0,4.00,,,0,1.176,0.125,-0.176,0,1.72,0.07,-0.07,0,2.10,0.20,-0.20,0,0.000,,,0,[Fe/H],1.000,0.200,-0.200,0
MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,Microlensing,0,2008,,,,,0.620000,0.220000,-0.160000,0,,,,,3.30000,4.90000,-1.60000,0,Mass,1.630,,,0,4.19000,,,0,,,,,,,,,1,18h08m03.80s,272.015825,-27d09m00.3s,-27.150075,<a refstr=MOA_MICROLENSING_ALERTS href=https://it019909.massey.ac.nz/moa/ target=ref> MOA Microlensing Alerts </a>,1000.00,400.00,-400.00,0,,,,,,,,,,,,,,,,,,,,,,0.06,0.03,-0.02,0,,,,,,,,,,,,,
MOA-2007-BLG-400L,b,MOA-2007-BLG-400L b,Microlensing,0,2008,,,,,0.720000,0.380000,-0.160000,0,,,,,263.79000,155.73000,-98.52000,0,Mass,13.900,,,0,0.54000,,,0,103,28,-26,0,,,,,1,18h09m41.98s,272.424917,-29d13m27.0s,-29.224153,<a refstr=MOA_MICROLENSING_ALERTS href=https://it019909.massey.ac.nz/moa/ target=ref> MOA Microlensing Alerts </a>,5800.00,600.00,-800.00,0,,,,,,,,,,,,,,,,,,,,,,0.30,0.19,-0.12,0,,,,,,,,,,,,,
MOA-2008-BLG-310L,b,MOA-2008-BLG-310L b,Microlensing,0,2009,,,,0,1.610000,0.980000,-0.980000,0,,,,0,23.40000,17.00000,-17.00000,0,Mass,5.180,,,0,0.92500,,,0,,,,0,,,,0,1,17h54m14.53s,268.560542,-34d46m41.0s,-34.778053,<a refstr=MOA_MICROLENSING_ALERTS href=https://it019909.massey.ac.nz/moa/ target=ref> MOA Microlensing Alerts </a>,7700.00,1100.00,-1100.00,0,,,,,,,,,,,,,0,,,,0,,,,0,0.21,0.14,-0.14,0,,,,0,,,,0,,,,,0
MOA-2008-BLG-379L,b,MOA-2008-BLG-379L b,Microlensing,0,2013,,,,0,2.700000,0.900000,-1.000000,0,,,,0,1303.10300,540.31100,-603.87700,0,Mass,13.000,,,0,3.26000,,,0,,,,0,,,,0,1,17h58m49.44s,269.706000,-30d11m49.0s,-30.196931,<a refstr=SUZUKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..123S/abstract target=ref> Suzuki et al. 2014 </a>,3300.00,1300.00,-1200.00,0,,,,,,,,,K,,,,0,,,,0,,,,0,0.56,0.24,-0.27,0,,,,0,,,,0,,,,,0
MOA-2009-BLG-266L,b,MOA-2009-BLG-266L b,Microlensing,0,2011,2774.00000000,2810.50000000,-547.50000000,0,3.200000,1.900000,-0.500000,0,,,,,10.40000,1.70000,-1.70000,0,Mass,3.210,,,0,1.73000,,,0,,,,,,,,,1,17h48m01.95s,267.008125,-35d00m19.5s,-35.005411,<a refstr=MOA_MICROLENSING_ALERTS href=https://it019909.massey.ac.nz/moa/ target=ref> MOA Microlensing Alerts </a>,3040.00,330.00,-330.00,0,,,,,,,,,,,,,,,,,,,,,,0.56,0.09,-0.09,0,,,,,,,,,,,,,
MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,Microlensing,0,2010,,,,,2.400000,1.200000,-0.600000,0,,,,,50.00000,44.00000,-24.00000,0,Mass,8.090,,,0,0.51900,,,0,,,,,,,,,1,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,<a refstr=MOA_MICROLENSING_ALERTS href=https://it019909.massey.ac.nz/moa/ target=ref> MOA Microlensing Alerts </a>,6100.00,1100.00,-1200.00,0,,,,,,,,,,,,,,,,,,,,,,0.38,0.34,-0.18,0,,,,,,,,,,,,,
MOA-2009-BLG-387L,b,MOA-2009-BLG-387L b,Microlensing,0,2010,1982.00000000,785.00000000,-588.00000000,0,1.800000,0.900000,-0.700000,0,,,,0,826.35800,1303.10300,-508.52800,0,Mass,13.200,,,0,1.97000,,,0,,,,0,,,,0,1,17h53m50.79s,268.461625,-33d59m25.2s,-33.990333,<a refstr=MOA_MICROLENSING_ALERTS href=https://it019909.massey.ac.nz/moa/ target=ref> MOA Microlensing Alerts </a>,5690.00,2180.00,-2190.00,0,,,,,,,,,,,,,,,,,,,,,,0.19,0.30,-0.12,0,,,,,,,,,,,,,
MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,Microlensing,0,2012,,,,,1.210000,0.160000,-0.160000,0,,,,,3496.00000,635.60000,-635.60000,0,Mass,12.400,,,0,10.10000,,,0,,,,,,,,,1,18h10m11.34s,272.547258,-26d31m22.6s,-26.522932,<a refstr=STREET_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763...67S/abstract target=ref> Street et al. 2013 </a>,2800.00,400.00,-400.00,0,,,,,,,,,,,,,,,,,,,,,,0.16,0.03,-0.03,0,,,,,,,,,,,,,
MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,Microlensing,0,2018,,,,0,2.900000,1.600000,-0.600000,0,,,,0,171.62820,31.78300,-31.78300,0,Mass,14.200,,,0,0.32900,,,0,,,,0,,,,0,1,18h07m49.67s,271.956970,-25d20m40.7s,-25.344639,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..141B/abstract target=ref>Bennett et al. 2018</a>,3500.00,400.00,-400.00,0,,,,,,,,,,,,,0,,,,0,,,,0,0.58,0.11,-0.11,0,,,,0,,,,0,,,,,0
MOA-2010-BLG-328L,b,MOA-2010-BLG-328L b,Microlensing,0,2013,,,,,0.920000,0.160000,-0.160000,0,,,,,9.20000,2.20000,-2.20000,0,Mass,2.990,,,0,1.89000,,,0,,,,,,,,,1,17h57m59.12s,269.496333,-30d42m54.6s,-30.715175,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,810.00,100.00,-100.00,0,,,,,,,,,,,,,,,,,,,,,,0.11,0.01,-0.01,0,,,,,,,,,,,,,
MOA-2010-BLG-353L,b,MOA-2010-BLG-353L b,Microlensing,0,2015,,,,,1.720000,0.560000,-0.480000,0,,,,,85.81410,152.55840,-50.85280,0,Mass,11.100,,,0,0.34500,,,0,,,,,,,,,1,18h05m12.94s,271.303917,-27d17m35.6s,-27.293233,<a refstr=RATTENBURY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454..946R/abstract target=ref>Rattenbury et al. 2015</a>,6430.00,1090.00,-1150.00,0,,,,,,,,,,,,,,,,,,,,,,0.18,0.32,-0.11,0,,,,,,,,,,,,,
MOA-2010-BLG-477L,b,MOA-2010-BLG-477L b,Microlensing,0,2012,,,,,2.000000,3.000000,-1.000000,0,,,,,476.70000,254.30000,-95.30000,0,Mass,13.600,,,0,1.04000,,,0,,,,,,,,,1,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>,2300.00,600.00,-600.00,0,,,,,,,,,,5950.00,150.00,,0,,,,,,,,,0.67,0.33,,0,,,,,,,,,,,,,
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,Microlensing,0,2016,,,,,4.140000,0.640000,-0.640000,0,,,,,30.00000,16.00000,-12.00000,0,Mass,5.990,,,0,0.76700,,,0,,,,,,,,,1,18h03m24.96s,270.854000,-29d12m48.3s,-29.213417,<a refstr=SKOWRON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820....4S/abstract target=ref>Skowron et al. 2016</a>,7380.00,520.00,-620.00,0,,,,,,,,,,,,,,,,,,,,,,0.75,0.35,-0.30,0,,,,,,,,,,,,,
MOA-2011-BLG-262L,b,MOA-2011-BLG-262L b,Microlensing,0,2014,,,,0,0.950000,0.530000,-0.190000,0,,,,0,17.00000,28.00000,-10.00000,0,Mass,4.290,,,0,1.18000,,,0,,,,0,,,,0,1,18h00m23.48s,270.097833,-31d14m42.9s,-31.245258,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,7000.00,900.00,-1000.00,0,,,,,,,,,,,,,,,,,,,,,,0.12,0.19,-0.06,0,,,,,,,,,,,,,
MOA-2011-BLG-291L,b,MOA-2011-BLG-291L b,Microlensing,0,2018,,,,0,0.690000,0.240000,-0.240000,0,,,,0,18.00000,34.00000,-12.00000,0,Mass,4.430,,,0,1.14000,,,0,,,,0,,,,0,1,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,<a refstr=BENNETT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..113B/abstract target=ref>Bennett et al. 2018</a>,4400.00,1400.00,-1400.00,0,,,,,,,,,,,,,0,,,,0,,,,0,0.15,0.27,-0.10,0,,,,0,,,,0,,,,,0
MOA-2011-BLG-293L,b,MOA-2011-BLG-293L b,Microlensing,0,2012,547.50000000,,,0,1.100000,0.100000,-0.100000,0,,,,,1525.50000,95.30000,-95.30000,0,Mass,12.900,,,0,3.90000,,,0,,,,,,,,,1,17h55m39.35s,268.913958,-28d28m36.6s,-28.476847,<a refstr=YEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref> Yee et al. 2012 </a>,7720.00,440.00,-440.00,0,,,,,,,,,,,,,,,,,,,,,,0.86,0.06,-0.06,0,,,,,,,,,,,,,
MOA-2011-BLG-322L,b,MOA-2011-BLG-322L b,Microlensing,0,2013,,,,,4.300000,1.500000,-1.200000,0,,,,,3686.70000,4258.70000,-1779.80000,0,Mass,12.400,,,0,10.60000,,,0,,,,,,,,,1,18h04m53.60s,271.223333,-27d13m15.4s,-27.220944,<a refstr=SHVARTZVALD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..604S/abstract target=ref> Shvartzvald et al. 2014 </a>,7560.00,910.00,-910.00,0,,,,,,,,,,,,,,,,,,,,,,0.39,0.45,-0.19,0,,,,,,,,,,,,,
MOA-2012-BLG-006L,b,MOA-2012-BLG-006L b,Microlensing,0,2017,,,,0,10.200000,1.800000,-2.400000,0,,,,0,2669.77200,1462.01800,-1239.53700,0,Mass,12.600,,,0,7.33000,,,0,,,,0,,,,0,1,18h01m46.31s,270.442963,-29d06m31.6s,-29.108778,<a refstr=POLESKI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.103P/abstract target=ref>Poleski et al. 2017</a>,5300.00,800.00,-1300.00,0,,,,,,,,,,,,,0,,,,0,,,,0,0.49,0.27,-0.23,0,,,,0,,,,0,,,,,0
MOA-2012-BLG-505L,b,MOA-2012-BLG-505L b,Microlensing,0,2017,,,,,0.900000,0.250000,-0.210000,0,,,,,6.70000,10.61000,-3.51000,0,Mass,2.480,,,0,2.41000,,,0,,,,,,,,,1,17h52m34.34s,268.143097,-32d02m24.3s,-32.040092,<a refstr=NAGAKANE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...35N/abstract target=ref>Nagakane et al. 2017</a>,7210.00,1140.00,-1110.00,0,,,,,,,,,,,,,,,,,,,,,,0.10,0.16,-0.05,0,,,,,,,,,,,,,
MOA-2013-BLG-605L,b,MOA-2013-BLG-605L b,Microlensing,0,2016,,,,,0.940000,0.670000,-0.020000,0,,,,,3.20000,0.50000,-0.30000,0,Mass,1.600,,,0,4.29000,,,0,,,,,,,,,1,17h58m42.85s,269.678542,-29d23m53.7s,-29.398239,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.01,0.00,0,,,,,,,,,,,,,
MOA-2015-BLG-337L,b,MOA-2015-BLG-337L b,Microlensing,0,2018,,,,0,0.240000,0.060000,-0.090000,0,,,,0,33.70000,129.00000,-23.20000,0,Mass,6.420,,,0,0.70000,,,0,,,,0,,,,0,1,18h07m47.69s,271.948700,-28d10m13.0s,-28.170279,<a refstr=MIYAZAKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..136M/abstract target=ref>Miyazaki et al. 2018</a>,7100.00,1100.00,-1000.00,0,,,,,,,,,,,,,0,,,,0,,,,0,0.01,0.04,-0.01,0,,,,0,,,,0,,,,,0
MOA-2016-BLG-227L,b,MOA-2016-BLG-227L b,Microlensing,0,2017,,,,,1.670000,0.940000,-0.350000,0,,,,,889.92400,699.22600,-476.74500,0,Mass,13.200,,,0,2.13000,,,0,,,,,,,,,1,18h05m53.70s,271.473755,-27d42m51.4s,-27.714287,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>,6500.00,1000.00,-1000.00,0,,,,,,,,,,,,,,,,,,,,,,0.29,0.23,-0.15,0,,,,,,,,,,,,,
MOA-2016-BLG-319L,b,MOA-2016-BLG-319L b,Microlensing,0,2018,,,,0,0.950000,0.170000,-0.200000,0,,,,0,197.05460,368.68280,-104.88390,0,Mass,14.100,,,0,0.38600,,,0,,,,0,,,,0,1,17h54m58.13s,268.742218,-29d45m01.7s,-29.750463,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..226H/abstract target=ref>Han et al. 2018</a>,6800.00,1200.00,-1400.00,0,,,,,,,,,,,,,0,,,,0,,,,0,0.15,0.28,-0.08,0,,,,0,,,,0,,,,,0
MOA-bin-1L,b,MOA-bin-1L b,Microlensing,0,2012,,,,,8.300000,4.500000,-2.700000,0,,,,,1175.90000,667.40000,-667.40000,0,Mass,13.000,,,0,2.94000,,,0,,,,,,,,,1,17h27m10.20s,261.792500,-29d47m38.3s,-29.793972,<a refstr=BENNETT_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...757..119B/abstract target=ref> Bennett et al. 2012 </a>,5100.00,1200.00,-1900.00,0,,,,,,,,,,,,,,,,,,,,,,0.75,0.33,-0.41,0,,,,,,,,,,,,,
MOA-bin-29,b,MOA-bin-29 b,Microlensing,0,2019,,,,0,0.480000,0.120000,-0.100000,0,,,,0,190.69800,381.39600,-120.77540,0,Mass,14.100,,,0,0.37400,,,0,,,,0,,,,0,1,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>,7120.00,1150.00,-1050.00,0,,,,,,,,,,,,,0,,,,0,,,,0,0.03,0.07,-0.02,0,,,,0,,,,0,,,,,0
NGC 2682 Sand 364,b,NGC 2682 Sand 364 b,Radial Velocity,0,2014,121.71000000,0.31000000,-0.31000000,0,0.530000,0.010000,-0.010000,0,0.350000,0.080000,-0.080000,0,2126.28270,2580.77960,-2580.77960,0,Msini,12.700,,,0,5.70000,,,0,,,,0,,,,0,1,08h49m56.82s,132.486760,+11d41m32.9s,11.692484,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,837.03,39.41,-39.41,0,9.800,,0,V (Johnson),6.693,9.995,0,Ks (2MASS),K3 III,4284.00,9.00,-9.00,0,2.20,0.06,-0.06,0,2.072,0.026,-0.028,0,9.06,16.45,-16.45,0,39.59,35.82,-35.82,0,-0.020,,,0,[Fe/H],4.150,0.650,-0.650,0
NGC 2682 Sand 978,b,NGC 2682 Sand 978 b,Radial Velocity,0,2017,511.21000000,2.04000000,-2.04000000,0,,,,,0.160000,0.070000,-0.070000,0,692.86940,54.03110,-54.03110,0,Msini,13.300,,,0,1.62000,,,0,,,,,,,,,1,08h51m17.48s,132.822830,+11d45m22.7s,11.756299,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,842.01,31.80,-31.80,0,9.710,,0,V (Johnson),6.494,0.015,0,Ks (2MASS),K4 III,4200.00,21.00,-21.00,0,1.80,0.09,-0.09,0,2.157,0.023,-0.024,0,1.37,0.02,-0.02,0,21.02,1.19,-0.88,0,,,,,,,,,
NGC 2682 YBP 1194,b,NGC 2682 YBP 1194 b,Radial Velocity,0,2014,6.95900000,0.00100000,-0.00100000,0,,,,,0.300000,0.080000,-0.080000,0,101.70560,9.53490,-9.53490,0,Msini,12.300,,,0,0.30000,,,0,,,,,,,,,1,08h51m00.81s,132.753364,+11d48m52.8s,11.814655,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,895.73,29.64,-29.64,0,14.600,,0,V (Johnson),12.965,0.028,0,Ks (2MASS),G5 V,5780.00,27.00,-27.00,0,4.44,0.05,-0.05,0,-0.011,0.032,-0.035,0,1.01,0.02,-0.02,0,0.99,0.02,-0.02,0,0.023,0.015,-0.015,0,[Fe/H],4.150,0.650,-0.650,0
NGC 2682 YBP 1514,b,NGC 2682 YBP 1514 b,Radial Velocity,0,2014,5.11800000,0.00100000,-0.00100000,0,,,,,0.280000,0.090000,-0.090000,0,127.13200,120.77540,-120.77540,0,Msini,14.000,,,0,0.25500,,,0,,,,,,,,,1,08h51m00.77s,132.753193,+11d53m11.5s,11.886530,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,939.38,31.78,-31.78,0,14.770,,0,V (Johnson),13.105,0.026,0,Ks (2MASS),G5 V,5725.00,45.00,-45.00,0,4.57,0.06,-0.06,0,-0.018,0.033,-0.036,0,0.96,0.01,-0.01,0,1.10,0.01,-0.01,0,0.030,0.050,-0.050,0,[Fe/H],4.150,0.650,-0.650,0
NGC 2682 YBP 401,b,NGC 2682 YBP 401 b,Radial Velocity,0,2016,4.08700000,0.00700000,-0.00700000,0,,,,,0.150000,0.080000,-0.080000,0,146.20180,15.89150,-15.89150,0,Msini,14.300,,,0,0.27500,,,0,,,,,,,,,1,08h51m19.05s,132.829360,+11d40m15.7s,11.671020,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,851.36,22.79,-22.79,0,13.700,,0,V (Johnson),12.337,0.022,0,Ks (2MASS),F9 V,6165.00,64.00,-64.00,0,4.30,0.04,-0.04,0,0.289,0.027,-0.029,0,1.14,0.02,-0.02,0,1.22,0.08,-0.03,0,,,,,,,,,
